Year,Brand,Category,Region,Price (USD),Sales Volume,Revenue (USD),Customer Age Group,Customer Gender,Net Worth (USD),GDP per Capita,Inflation Rate (%),Income Level,Social Media Likes,Social Media Shares,Social Media Mentions,Sentiment Score
2022,Dior,Perfumes,North America,433.42,440,190704.8,18-24,Non-binary,4798636.73,65000,3.5,High,40428,3214,879,0.52
2018,Rolex,Accessories,South America,1818.09,347,630877.23,35-44,Non-binary,2114099.26,12000,5.5,Medium,10588,2849,2852,0.61
2019,Louis Vuitton,Perfumes,Middle East,258.4,424,109561.6,18-24,Non-binary,1384741.18,30000,3.0,High,3382,2363,1954,0.77
2021,Louis Vuitton,Perfumes,Middle East,413.22,390,161155.8,25-34,Male,3109403.09,30000,3.0,High,42622,2920,612,0.51
2022,Chanel,Perfumes,South America,219.24,239,52398.36,55+,Male,2033128.2,12000,5.5,Medium,44180,882,1236,0.54
2021,Rolex,Shoes,Middle East,2691.47,171,460241.37,45-54,Male,3666956.97,30000,3.0,High,29928,2962,2614,0.73
2021,Chanel,Clothing,Europe,1135.1,272,308747.2,45-54,Female,511354.16,45000,2.5,High,32665,1055,827,0.76
2023,Gucci,Clothing,North America,523.3,318,166409.4,18-24,Non-binary,3609884.82,65000,3.5,High,40858,4356,439,0.69
2020,Chanel,Clothing,Middle East,1579.74,334,527633.16,55+,Female,2280985.61,30000,3.0,High,4759,1741,1214,0.73
2019,Rolex,Accessories,Asia,1916.47,126,241475.22,55+,Female,2252013.9,15000,4.0,Medium,20622,1664,1639,0.57
2020,Chanel,Perfumes,South America,364.68,414,150977.52,55+,Non-binary,2031669.88,12000,5.5,Medium,10118,173,1275,0.66
2020,Rolex,Clothing,Asia,1173.15,375,439931.25,18-24,Male,2144730.27,15000,4.0,Medium,9753,2562,1260,0.77
2023,Dior,Bags,South America,4332.1,441,1910456.1,45-54,Non-binary,818131.81,12000,5.5,Medium,46107,2688,1279,0.81
2023,Dior,Shoes,South America,1217.7,399,485862.3,35-44,Non-binary,4018846.77,12000,5.5,Medium,38112,318,2141,0.63
2020,Rolex,Shoes,South America,2186.89,390,852887.1,18-24,Non-binary,3357181.09,12000,5.5,Medium,49091,3703,544,0.61
2018,Louis Vuitton,Accessories,South America,761.31,398,303001.38,25-34,Male,3407144.62,12000,5.5,Medium,37963,979,2357,0.54
2022,Rolex,Shoes,Europe,1819.84,498,906280.32,45-54,Non-binary,1611975.72,45000,2.5,High,16642,4031,658,0.57
2022,Gucci,Accessories,Asia,590.28,218,128681.04,55+,Female,1875843.41,15000,4.0,Medium,19084,3484,1952,0.94
2023,Louis Vuitton,Watches,Australia,14017.98,21,294377.58,18-24,Female,3253708.06,55000,2.0,High,45304,4774,600,0.57
2022,Louis Vuitton,Bags,Asia,1995.19,317,632475.23,25-34,Female,3251829.7,15000,4.0,Medium,33964,1577,2892,0.83
2023,Gucci,Perfumes,Middle East,229.32,188,43112.16,55+,Male,478695.44,30000,3.0,High,28675,251,1771,0.75
2020,Gucci,Shoes,Middle East,1267.9,152,192720.8,45-54,Male,4318955.36,30000,3.0,High,39006,2534,904,0.57
2020,Chanel,Watches,Europe,7246.38,37,268116.06,35-44,Male,2189953.89,45000,2.5,High,40882,2547,2884,0.51
2020,Dior,Perfumes,Australia,364.06,168,61162.08,55+,Male,4956799.97,55000,2.0,High,13442,1458,1702,0.78
2021,Gucci,Shoes,Asia,1977.35,406,802804.1,55+,Male,2137796.24,15000,4.0,Medium,14370,3131,2185,0.9
2020,Gucci,Bags,Middle East,1801.14,325,585370.5,35-44,Non-binary,1502475.01,30000,3.0,High,5494,2282,2586,0.66
2023,Rolex,Watches,Middle East,10463.51,25,261587.75,55+,Male,3023083.61,30000,3.0,High,30743,2822,1321,0.89
2020,Dior,Shoes,Middle East,1237.05,260,321633.0,45-54,Non-binary,1979620.85,30000,3.0,High,5305,1590,2487,0.85
2020,Gucci,Shoes,Middle East,1720.79,79,135942.41,18-24,Non-binary,21147.4,30000,3.0,High,18669,2440,278,0.56
2022,Chanel,Accessories,Middle East,819.33,74,60630.42,55+,Female,1378803.4,30000,3.0,High,35835,1630,2963,0.54
2021,Louis Vuitton,Watches,Australia,7351.27,22,161727.94,35-44,Male,409129.09,55000,2.0,High,40360,3822,1988,0.88
2019,Gucci,Shoes,South America,2064.21,289,596556.69,45-54,Male,1514051.3,12000,5.5,Medium,36310,4802,544,0.59
2021,Louis Vuitton,Perfumes,Australia,338.79,369,125013.51,25-34,Non-binary,1813823.77,55000,2.0,High,7069,1932,1624,0.92
2022,Chanel,Bags,South America,4491.05,104,467069.2,55+,Male,931140.56,12000,5.5,Medium,15162,2707,2231,0.96
2020,Dior,Watches,South America,23683.02,40,947320.8,18-24,Non-binary,33948.1,12000,5.5,Medium,31272,810,1623,0.85
2020,Dior,Clothing,Asia,2899.78,496,1438290.88,45-54,Non-binary,2317514.83,15000,4.0,Medium,14388,3341,1581,1.0
2020,Dior,Bags,South America,1778.16,268,476546.88,25-34,Male,42511.84,12000,5.5,Medium,34337,3335,2433,0.67
2020,Dior,Perfumes,Asia,118.75,253,30043.75,55+,Male,4749141.39,15000,4.0,Medium,38737,1171,379,0.87
2022,Rolex,Clothing,Middle East,2385.09,360,858632.4,45-54,Male,2621692.11,30000,3.0,High,17503,4482,1676,0.57
2021,Rolex,Clothing,Australia,1648.15,246,405444.9,25-34,Male,4856982.94,55000,2.0,High,42189,4654,2133,0.87
2022,Gucci,Perfumes,North America,167.79,171,28692.09,18-24,Non-binary,1081707.87,65000,3.5,High,25540,2267,1267,0.6
2020,Gucci,Clothing,Australia,1865.85,495,923595.75,25-34,Female,4057251.94,55000,2.0,High,23615,1913,638,0.95
2021,Rolex,Shoes,North America,2215.05,105,232580.25,18-24,Female,1311902.49,65000,3.5,High,31748,2311,195,0.59
2018,Gucci,Perfumes,South America,150.08,310,46524.8,55+,Male,1463968.49,12000,5.5,Medium,14483,1400,2495,0.93
2021,Dior,Bags,South America,2717.02,222,603178.44,25-34,Non-binary,3147463.62,12000,5.5,Medium,34841,4868,2109,0.88
2022,Dior,Shoes,South America,1438.09,251,360960.59,45-54,Female,4496607.3,12000,5.5,Medium,18830,3104,2683,0.75
2018,Louis Vuitton,Bags,Asia,4107.52,318,1306191.36,45-54,Male,4734242.39,15000,4.0,Medium,48118,4981,918,0.91
2021,Rolex,Clothing,North America,2042.1,211,430883.1,35-44,Female,1711720.74,65000,3.5,High,19635,1862,859,0.64
2019,Louis Vuitton,Shoes,Middle East,2932.83,464,1360833.12,55+,Female,519717.93,30000,3.0,High,23301,2819,2813,0.71
2022,Louis Vuitton,Watches,North America,7340.03,44,322961.32,25-34,Female,991693.3,65000,3.5,High,31754,3769,412,0.7
2019,Chanel,Shoes,Middle East,2788.53,185,515878.05,35-44,Female,3542378.98,30000,3.0,High,45138,2982,207,0.93
2019,Gucci,Accessories,North America,1138.39,389,442833.71,55+,Non-binary,4026694.46,65000,3.5,High,5853,1573,2699,0.72
2021,Louis Vuitton,Shoes,Australia,2948.55,425,1253133.75,45-54,Female,501568.42,55000,2.0,High,44035,1567,1771,0.91
2021,Dior,Watches,Australia,14354.81,15,215322.15,35-44,Female,46666.54,55000,2.0,High,6901,623,1502,0.85
2019,Chanel,Shoes,Australia,1616.9,81,130968.9,25-34,Male,2667639.58,55000,2.0,High,8698,3093,1331,0.99
2022,Dior,Watches,Europe,17388.08,50,869404.0,18-24,Male,40828.68,45000,2.5,High,4118,1806,2407,0.86
2020,Chanel,Clothing,Asia,1000.67,183,183122.61,35-44,Male,1430441.39,15000,4.0,Medium,45489,1921,688,0.96
2018,Dior,Shoes,North America,1504.01,321,482787.21,35-44,Female,4277530.55,65000,3.5,High,42325,972,1287,1.0
2023,Chanel,Bags,South America,1611.08,98,157885.84,18-24,Male,6768.88,12000,5.5,Medium,25018,1816,2159,0.55
2019,Rolex,Clothing,Asia,649.71,450,292369.5,55+,Male,3522045.18,15000,4.0,Medium,34427,595,2005,0.81
2022,Dior,Bags,Australia,2192.46,343,752013.78,35-44,Male,4852150.28,55000,2.0,High,43732,991,106,0.93
2023,Chanel,Watches,Australia,15953.83,18,287168.94,35-44,Female,1540507.16,55000,2.0,High,20273,1689,2773,0.63
2023,Louis Vuitton,Clothing,Middle East,1749.56,223,390151.88,25-34,Female,1183930.09,30000,3.0,High,39142,192,2173,0.81
2020,Louis Vuitton,Shoes,Australia,2793.58,164,458147.12,55+,Female,4792353.55,55000,2.0,High,9147,2802,2232,0.87
2023,Rolex,Bags,South America,2639.42,202,533162.84,35-44,Male,2897775.38,12000,5.5,Medium,14467,4371,1348,0.88
2023,Dior,Bags,North America,4582.21,137,627762.77,35-44,Male,2396635.19,65000,3.5,High,41746,492,1486,0.58
2023,Gucci,Clothing,North America,1739.81,239,415814.59,45-54,Non-binary,4187702.53,65000,3.5,High,47466,1807,2832,0.95
2019,Gucci,Watches,Middle East,16330.57,30,489917.1,25-34,Female,3845845.04,30000,3.0,High,2925,3016,2482,0.58
2019,Gucci,Clothing,Middle East,1905.26,149,283883.74,35-44,Male,4401995.1,30000,3.0,High,36478,610,335,0.51
2023,Dior,Shoes,North America,2882.23,392,1129834.16,45-54,Non-binary,130413.18,65000,3.5,High,39181,271,1252,0.86
2019,Dior,Watches,South America,23498.71,22,516971.62,18-24,Male,1938778.27,12000,5.5,Medium,10321,1382,59,0.9
2022,Dior,Perfumes,Asia,431.47,374,161369.78,18-24,Male,4020891.78,15000,4.0,Medium,3829,4545,1471,0.62
2023,Chanel,Clothing,South America,1569.77,448,703256.96,35-44,Non-binary,1756693.08,12000,5.5,Medium,8741,2998,2290,0.56
2023,Louis Vuitton,Bags,Europe,4406.73,483,2128450.59,25-34,Female,3336959.74,45000,2.5,High,5102,1285,1131,0.56
2023,Louis Vuitton,Shoes,Middle East,2357.17,270,636435.9,25-34,Male,3700576.11,30000,3.0,High,39261,223,1948,0.79
2018,Chanel,Accessories,Asia,1241.96,121,150277.16,18-24,Non-binary,1008123.89,15000,4.0,Medium,6852,1480,410,0.71
2022,Rolex,Clothing,South America,1404.95,354,497352.3,35-44,Female,2953751.54,12000,5.5,Medium,25804,2828,2440,0.68
2018,Dior,Watches,Europe,7739.6,31,239927.6,25-34,Female,3873626.09,45000,2.5,High,43345,4602,2429,0.78
2019,Rolex,Bags,South America,3930.67,58,227978.86,25-34,Female,25340.06,12000,5.5,Medium,34653,4557,1533,0.59
2018,Rolex,Clothing,Asia,1968.15,396,779387.4,25-34,Non-binary,669805.56,15000,4.0,Medium,16359,3047,2395,0.74
2020,Chanel,Watches,Europe,12509.47,41,512888.27,45-54,Male,42692.43,45000,2.5,High,22286,4078,1948,0.86
2019,Chanel,Bags,Australia,4638.59,419,1943569.21,55+,Female,696117.27,55000,2.0,High,21270,1419,2925,0.54
2019,Chanel,Accessories,Asia,394.17,406,160033.02,55+,Male,1508199.8,15000,4.0,Medium,27313,656,855,0.76
2021,Gucci,Shoes,Australia,2032.38,273,554839.74,25-34,Non-binary,1042000.65,55000,2.0,High,46919,367,906,0.73
2018,Gucci,Clothing,Australia,745.95,179,133525.05,55+,Male,4159412.44,55000,2.0,High,37555,847,1288,0.52
2023,Gucci,Perfumes,South America,463.97,154,71451.38,55+,Female,3410934.63,12000,5.5,Medium,15563,1889,1473,0.57
2020,Gucci,Bags,North America,2267.4,57,129241.8,25-34,Non-binary,737401.01,65000,3.5,High,13948,3610,2723,0.82
2018,Louis Vuitton,Bags,South America,2579.76,186,479835.36,45-54,Female,4456529.93,12000,5.5,Medium,15168,3967,389,0.59
2023,Louis Vuitton,Bags,North America,3418.78,116,396578.48,45-54,Female,160774.34,65000,3.5,High,42436,3183,1131,0.96
2020,Louis Vuitton,Bags,North America,3532.01,461,1628256.61,35-44,Female,1090549.82,65000,3.5,High,13375,3887,322,0.6
2019,Chanel,Shoes,North America,1959.27,343,672029.61,18-24,Female,2267261.22,65000,3.5,High,25281,4001,554,0.93
2021,Dior,Bags,Asia,3602.58,255,918657.9,55+,Female,1640532.07,15000,4.0,Medium,24452,946,928,0.75
2021,Rolex,Perfumes,Middle East,122.72,201,24666.72,18-24,Male,1456552.58,30000,3.0,High,35551,4586,1574,0.73
2023,Gucci,Bags,South America,2639.17,234,617565.78,18-24,Male,2374937.04,12000,5.5,Medium,7339,3353,2919,0.85
2023,Dior,Watches,Europe,15121.43,11,166335.73,35-44,Non-binary,3111320.83,45000,2.5,High,29555,1813,715,0.83
2021,Chanel,Watches,Europe,21442.05,22,471725.1,18-24,Female,4519067.84,45000,2.5,High,25008,2751,1304,0.67
2018,Chanel,Bags,North America,4860.62,98,476340.76,25-34,Female,1381755.32,65000,3.5,High,39614,842,874,0.7
2022,Gucci,Shoes,Middle East,2899.41,412,1194556.92,25-34,Female,2655383.68,30000,3.0,High,39110,4064,320,0.69
2018,Chanel,Perfumes,Asia,235.11,318,74764.98,55+,Male,1738125.53,15000,4.0,Medium,12276,687,445,0.89
2018,Chanel,Clothing,Europe,2150.39,357,767689.23,55+,Male,4177942.13,45000,2.5,High,32133,2195,1951,0.87
2020,Gucci,Clothing,Europe,1308.53,303,396484.59,55+,Female,3183398.42,45000,2.5,High,4147,3280,366,0.55
2021,Dior,Accessories,Asia,1227.87,265,325385.55,35-44,Non-binary,3583850.34,15000,4.0,Medium,26097,472,1358,0.72
2023,Chanel,Bags,North America,3769.5,317,1194931.5,35-44,Male,2937421.97,65000,3.5,High,32442,2049,738,0.79
2020,Chanel,Watches,North America,21122.97,12,253475.64,18-24,Female,3729849.49,65000,3.5,High,34487,694,177,0.65
2021,Dior,Accessories,Middle East,1509.93,66,99655.38,25-34,Non-binary,1806783.99,30000,3.0,High,23182,4605,1907,0.54
2020,Dior,Accessories,North America,1203.32,107,128755.24,25-34,Male,840919.02,65000,3.5,High,22608,298,2174,0.75
2023,Chanel,Accessories,Asia,967.84,395,382296.8,45-54,Non-binary,1303936.34,15000,4.0,Medium,7931,1299,497,0.68
2021,Rolex,Bags,Australia,3831.98,120,459837.6,35-44,Male,4753625.03,55000,2.0,High,29886,3821,2384,0.96
2018,Chanel,Perfumes,Asia,208.96,339,70837.44,25-34,Male,288957.95,15000,4.0,Medium,8325,1060,1905,0.93
2021,Gucci,Clothing,South America,542.31,322,174623.82,35-44,Non-binary,3070235.88,12000,5.5,Medium,22243,3748,2117,0.51
2022,Rolex,Bags,Europe,2273.41,218,495603.38,55+,Female,301722.32,45000,2.5,High,27777,134,2596,0.55
2019,Chanel,Shoes,Australia,2706.97,428,1158583.16,18-24,Female,3628884.44,55000,2.0,High,48624,257,1591,0.91
2021,Rolex,Clothing,Middle East,1954.4,327,639088.8,18-24,Female,731136.45,30000,3.0,High,7701,3286,935,0.56
2022,Chanel,Bags,South America,1588.12,51,80994.12,35-44,Female,647230.9,12000,5.5,Medium,10939,4369,1022,0.56
2018,Louis Vuitton,Accessories,Europe,1038.28,404,419465.12,55+,Non-binary,2456976.5,45000,2.5,High,5101,666,2191,0.95
2022,Louis Vuitton,Shoes,Middle East,2848.85,170,484304.5,18-24,Non-binary,1635781.43,30000,3.0,High,48435,1555,2786,0.85
2022,Louis Vuitton,Bags,North America,3301.45,202,666892.9,18-24,Male,2923291.82,65000,3.5,High,12528,2661,880,0.52
2021,Gucci,Bags,South America,3416.58,263,898560.54,45-54,Female,4742646.47,12000,5.5,Medium,8496,3421,1652,0.79
2023,Rolex,Accessories,South America,564.47,373,210547.31,18-24,Non-binary,1788747.87,12000,5.5,Medium,49623,4561,2091,0.97
2021,Rolex,Bags,Middle East,2693.51,447,1203998.97,35-44,Male,4353908.29,30000,3.0,High,47783,683,1826,0.77
2021,Gucci,Watches,North America,7406.77,47,348118.19,35-44,Male,1663333.65,65000,3.5,High,20653,2476,2546,0.65
2018,Chanel,Bags,Middle East,3034.04,486,1474543.44,25-34,Male,2364052.21,30000,3.0,High,6114,1787,2628,0.91
2022,Rolex,Bags,South America,3990.47,488,1947349.36,25-34,Non-binary,34649.29,12000,5.5,Medium,36501,2627,1349,0.83
2018,Gucci,Clothing,Asia,600.48,447,268414.56,45-54,Female,4593907.04,15000,4.0,Medium,45051,2242,2901,0.61
2019,Gucci,Watches,Australia,12002.71,35,420094.85,35-44,Non-binary,846187.21,55000,2.0,High,41295,818,1872,0.84
2022,Chanel,Watches,Europe,5549.03,44,244157.32,35-44,Non-binary,899907.75,45000,2.5,High,47481,2600,2895,0.94
2019,Louis Vuitton,Watches,Asia,7710.27,20,154205.4,25-34,Non-binary,32049.98,15000,4.0,Medium,10630,3221,2906,0.68
2020,Gucci,Shoes,Middle East,814.4,270,219888.0,55+,Non-binary,4078000.87,30000,3.0,High,1166,209,2088,0.62
2023,Louis Vuitton,Accessories,South America,1212.8,316,383244.8,25-34,Female,18034.57,12000,5.5,Medium,10742,3596,1895,0.72
2019,Louis Vuitton,Watches,Middle East,23499.36,12,281992.32,25-34,Non-binary,2400268.92,30000,3.0,High,4905,2911,326,0.5
2021,Chanel,Shoes,South America,2963.96,460,1363421.6,25-34,Non-binary,36414.37,12000,5.5,Medium,25628,4440,1976,0.91
2019,Gucci,Shoes,Middle East,2928.05,53,155186.65,45-54,Non-binary,22569.3,30000,3.0,High,21017,4877,1400,0.88
2019,Louis Vuitton,Watches,Australia,7685.72,17,130657.24,35-44,Female,2068784.08,55000,2.0,High,1438,3933,1503,0.95
2020,Chanel,Shoes,Europe,1576.34,259,408272.06,25-34,Female,2931834.26,45000,2.5,High,10674,1208,1224,0.88
2019,Dior,Clothing,Asia,2934.97,241,707327.77,25-34,Male,2150329.92,15000,4.0,Medium,45086,2150,1987,0.6
2022,Dior,Bags,Australia,4043.03,96,388130.88,45-54,Non-binary,33299.42,55000,2.0,High,19123,2929,1601,0.51
2022,Chanel,Shoes,Asia,1849.63,221,408768.23,45-54,Female,2127801.18,15000,4.0,Medium,6294,2657,207,0.78
2018,Dior,Shoes,Asia,805.8,63,50765.4,55+,Non-binary,2737391.33,15000,4.0,Medium,44295,3338,321,0.56
2021,Dior,Clothing,South America,635.49,176,111846.24,45-54,Non-binary,4269629.35,12000,5.5,Medium,29971,4599,753,0.92
2022,Gucci,Bags,North America,4224.06,500,2112030.0,25-34,Male,43160.9,65000,3.5,High,43539,1111,2988,0.98
2021,Dior,Perfumes,Australia,308.58,311,95968.38,25-34,Non-binary,904015.4,55000,2.0,High,25891,2346,514,0.77
2019,Louis Vuitton,Watches,South America,21631.76,9,194685.84,35-44,Non-binary,4598022.69,12000,5.5,Medium,21353,4676,1723,0.57
2022,Gucci,Clothing,Australia,1190.49,67,79762.83,25-34,Female,1193163.02,55000,2.0,High,43058,3980,2475,0.6
2018,Rolex,Watches,Asia,19087.98,16,305407.68,18-24,Non-binary,39740.23,15000,4.0,Medium,30212,690,1771,0.64
2021,Louis Vuitton,Perfumes,Europe,150.26,144,21637.44,35-44,Non-binary,2708658.03,45000,2.5,High,8153,2897,2954,0.5
2018,Rolex,Accessories,North America,1452.07,122,177152.54,35-44,Male,3980481.65,65000,3.5,High,38162,4552,2559,0.74
2022,Rolex,Perfumes,Asia,272.53,447,121820.91,45-54,Male,3020336.31,15000,4.0,Medium,23512,4845,2230,0.83
2021,Louis Vuitton,Shoes,North America,2371.56,243,576289.08,25-34,Non-binary,7609.0,65000,3.5,High,24445,4899,2297,0.72
2018,Dior,Accessories,Europe,862.86,264,227795.04,55+,Non-binary,3021337.73,45000,2.5,High,14505,2047,2821,0.75
2021,Gucci,Clothing,North America,1008.43,186,187567.98,25-34,Non-binary,49673.55,65000,3.5,High,16426,3643,1402,0.79
2021,Dior,Accessories,Australia,629.74,220,138542.8,55+,Non-binary,307950.08,55000,2.0,High,6246,2939,2870,0.69
2018,Rolex,Perfumes,Australia,161.74,479,77473.46,18-24,Male,4349610.81,55000,2.0,High,5499,1325,1195,0.72
2022,Louis Vuitton,Bags,South America,3476.78,163,566715.14,18-24,Male,40005.51,12000,5.5,Medium,18471,1130,1572,0.52
2019,Rolex,Watches,Middle East,18369.92,49,900126.08,18-24,Non-binary,1445138.32,30000,3.0,High,44664,3842,2578,0.66
2021,Rolex,Perfumes,Australia,148.03,493,72978.79,35-44,Male,240249.52,55000,2.0,High,1091,2345,2481,0.64
2018,Chanel,Clothing,Europe,1336.06,190,253851.4,35-44,Male,4706659.98,45000,2.5,High,10093,3800,218,0.88
2022,Rolex,Watches,Australia,17671.1,24,424106.4,25-34,Male,4545673.74,55000,2.0,High,43532,2936,686,0.63
2018,Gucci,Bags,Europe,4854.28,361,1752395.08,25-34,Female,35483.09,45000,2.5,High,28337,1146,2619,0.71
2023,Gucci,Accessories,Europe,1670.03,343,572820.29,25-34,Female,34116.49,45000,2.5,High,31287,1355,1268,0.87
2022,Dior,Shoes,Australia,1048.76,453,475088.28,25-34,Male,397477.29,55000,2.0,High,47199,4712,73,0.5
2021,Gucci,Bags,Europe,1787.18,311,555812.98,35-44,Non-binary,515010.47,45000,2.5,High,19784,1303,392,0.61
2023,Louis Vuitton,Clothing,South America,2172.75,192,417168.0,25-34,Male,194536.06,12000,5.5,Medium,32510,2039,1583,0.65
2020,Chanel,Accessories,South America,1569.2,71,111413.2,18-24,Male,46819.36,12000,5.5,Medium,34721,1932,1376,0.84
2019,Gucci,Shoes,Middle East,1057.5,223,235822.5,35-44,Male,521205.0,30000,3.0,High,35969,727,2977,0.66
2022,Louis Vuitton,Shoes,Europe,972.33,490,476441.7,45-54,Female,3773989.35,45000,2.5,High,25811,2999,2090,0.52
2023,Louis Vuitton,Perfumes,Australia,456.55,273,124638.15,45-54,Male,1972891.24,55000,2.0,High,19651,311,509,0.96
2020,Dior,Shoes,Middle East,2564.97,225,577118.25,18-24,Female,893194.88,30000,3.0,High,49472,3370,1105,0.54
2019,Louis Vuitton,Clothing,South America,582.25,230,133917.5,35-44,Female,1848160.3,12000,5.5,Medium,29874,2789,326,0.99
2020,Rolex,Perfumes,South America,175.51,331,58093.81,25-34,Male,413209.93,12000,5.5,Medium,10688,1485,2522,0.76
2022,Rolex,Perfumes,South America,288.89,252,72800.28,55+,Non-binary,3786534.56,12000,5.5,Medium,31478,4494,693,0.75
2020,Dior,Shoes,Middle East,1616.68,229,370219.72,45-54,Female,2077107.82,30000,3.0,High,39150,3010,1749,0.87
2021,Louis Vuitton,Bags,South America,4388.0,240,1053120.0,25-34,Male,335955.71,12000,5.5,Medium,27004,2106,2525,0.82
2020,Chanel,Perfumes,South America,223.59,446,99721.14,18-24,Female,1934356.9,12000,5.5,Medium,25972,975,1834,0.57
2020,Gucci,Accessories,North America,1087.88,219,238245.72,55+,Male,1239882.0,65000,3.5,High,31079,2002,2823,0.99
2022,Chanel,Bags,North America,2040.93,256,522478.08,55+,Non-binary,1756951.2,65000,3.5,High,38786,4414,1782,0.97
2021,Gucci,Watches,Middle East,5235.02,26,136110.52,25-34,Female,2899705.87,30000,3.0,High,4208,1284,1175,0.9
2020,Rolex,Clothing,North America,2573.6,455,1170988.0,55+,Female,3984288.38,65000,3.5,High,28903,4456,743,0.74
2023,Gucci,Clothing,North America,857.44,409,350692.96,55+,Female,3164411.7,65000,3.5,High,13843,296,1264,0.62
2023,Gucci,Accessories,Europe,1607.41,411,660645.51,18-24,Female,3397565.17,45000,2.5,High,1681,1996,2392,0.75
2019,Dior,Watches,Europe,24449.85,16,391197.6,55+,Female,14688.38,45000,2.5,High,26682,597,2623,0.61
2018,Chanel,Clothing,South America,732.69,327,239589.63,18-24,Female,1013069.94,12000,5.5,Medium,20519,3665,2132,0.56
2018,Chanel,Watches,Europe,12945.53,49,634330.97,35-44,Male,2704630.47,45000,2.5,High,9384,2809,2765,0.92
2021,Chanel,Bags,Middle East,4932.61,310,1529109.1,55+,Male,3620997.79,30000,3.0,High,34530,3503,274,0.93
2020,Dior,Watches,Asia,13695.49,17,232823.33,25-34,Female,34106.76,15000,4.0,Medium,11582,2491,1848,0.97
2018,Dior,Accessories,Asia,1683.12,387,651367.44,45-54,Non-binary,1763238.54,15000,4.0,Medium,39485,4260,1670,0.86
2023,Dior,Perfumes,Middle East,211.35,118,24939.3,25-34,Non-binary,33082.79,30000,3.0,High,6734,4235,1453,0.59
2018,Rolex,Watches,Europe,10314.56,26,268178.56,25-34,Non-binary,42263.68,45000,2.5,High,14385,3737,1982,0.68
2021,Dior,Perfumes,Asia,213.03,434,92455.02,45-54,Male,3436387.56,15000,4.0,Medium,26291,257,2627,0.83
2019,Rolex,Bags,North America,3740.37,461,1724310.57,35-44,Non-binary,3841890.47,65000,3.5,High,27036,4271,2004,0.95
